name,musicbrainz_artist_id,musicbrainz_mbid,spotify_id,performer_pre_normalized,first_top_20_hit_year,first_charting_song_year,last_charting_song_year,years_through_first_top_20_hit,#_of_charting_songs_through_first_top_20_hit,first_song_year,years_active_on_charts,first_charting_song_position,first_charting_song_duration,top_20_hit_song_#_wks_on_chart_any_position,genre_tags_musicbrainz,first_year_on_chart_songs,genre_tags_through_first_top_10_hit,major_genre_categories_through_first_top_10_hit,#_of_major_genre_categories_through_first_top_10_hit,musicbrainz_major_genre_categories,musicbrainz_#_of_genres,spotify_genres,spotify_major_genre_categories,combined_major_genre_categories,first_top_20_song_major_genres,first_top_20_song_duration_ms,first_top_20_song_acousticness,first_top_20_song_danceability,first_top_20_song_energy,first_top_20_song_instrumentalness,first_top_20_song_liveness,first_top_20_song_loudness,first_top_20_song_speechiness,first_top_20_song_tempo,first_top_20_song_valence,first_top_20_song_mode,first_top_20_song_explicit,degree_centrality_top20_rolling5,harmonic_closeness_centrality_top20_rolling5,betweenness_centrality_top20_rolling5,eigenvector_centrality_top20_rolling5,power_of_connected_artists_top20_rolling5,top_20_hitmaker
miami sound machine,24159.0,72b3b981-92b7-4b5c-8a83-35717358b76e,18xgcedCGxFbqLbIQn5R8F,Miami Sound Machine,1985.0,1985.0,1988.0,1.0,1.0,1985.0,1985-1988,10,27,27.0,"dance-pop, pop, latin pop",1985.0,,,0,"Latin, Pop",2,['new wave pop'],Pop,"Latin, Pop","Pop, Rock",254000.0,0.167,0.789,0.655,0.0409,0.0311,-14.825,0.0474,122.236,0.865,1.0,0.0,,,,,,1.0
mic geronimo,129970.0,805832fc-ebc7-4273-962e-74137f9cb423,,Mic Geronimo,,1998.0,1998.0,,,1998.0,1997-1998,70,6,,"hip hop, east coast hip hop, hardcore hip hop",1998.0,,,0,Hip Hop/Rap,1,,,Hip Hop/Rap,,,,,,,,,,,,,,,,,,,
mica paris,61206.0,8e999f06-978a-4bff-8f18-9832403c1da6,7ooehj86xYi05XJoVNxJGO,Mica Paris,,1989.0,1989.0,,,1989.0,1989-1989,97,4,,soul,1989.0,,,0,R&B/Soul/Funk,1,['british soul'],,R&B/Soul/Funk,,,,,,,,,,,,,,,,,,,
michael anderson,1096488.0,e7f0ef1d-1ed5-45b2-8328-222fdecdf6b6,,Michael Anderson,,,,,,,1988-1988,0,0,,"jazz, contemporary christian",,,,0,"Gospel/Christian/Religious, Jazz",2,,,"Gospel/Christian/Religious, Jazz",,,,,,,,,,,,,,,,,,,
michael bolton,10095.0,e8bee5d1-a3a5-4c1a-ada4-f1ca22101e84,6YHEMoNPbcheiWS2haGzkn,Michael Bolton,1987.0,1983.0,2011.0,5.0,2.0,1983.0,1983-2019,82,3,25.0,"pop, classical, rock, ballad, pop rock",1983.0,"pop, rock, ballad, pop rock, aor","Pop, Rock",2,"Classical, Pop, Rock",3,"['adult standards', 'mellow gold', 'soft rock']","Easy Listening/Vocal, Rock","Classical, Easy Listening/Vocal, Pop, Rock",,237627.0,0.792,0.527,0.273,2.45e-05,0.124,-15.253,0.0378,121.79,0.17,1.0,0.0,,,,,,1.0
michael buble,77944.0,611700cf-27f0-4dc9-ae80-c513a767853e,1GxkXlMwML1oSg5eLPiAz3,Michael Buble,2011.0,2005.0,2025.0,7.0,8.0,2005.0,2003-2025,72,20,31.0,,2005.0,,,0,,0,"['adult standards', 'canadian pop', 'jazz pop', 'lounge']","Easy Listening/Vocal, Jazz","Easy Listening/Vocal, Jazz",,,,,,,,,,,,,,0.0011912497292614,3813.6154761901967,0.0025307589657977,0.0014596335616311,1019.5,0.0
michael cera,549841.0,8c89b52a-89f1-48cf-9246-fac3591c932c,,Michael Cera,,2008.0,2008.0,,,2008.0,2008-2008,91,2,,"emo, midwest emo, folk, math rock, indie rock",2008.0,,,0,"Experimental/Avant-Garde, Folk, Punk/Hardcore, Rock",4,,,"Experimental/Avant-Garde, Folk, Punk/Hardcore, Rock",,,,,,,,,,,,,,,,,,,
michael cooper,45089.0,3a9d6e22-6a54-4574-8664-82b4da503218,,Michael Cooper,,1993.0,1993.0,,,1993.0,1988-1993,67,9,,"new jack swing, contemporary r&b",1993.0,,,0,R&B/Soul/Funk,1,,,R&B/Soul/Funk,,,,,,,,,,,,,,,,,,,
michael crawford,14400.0,2c654643-cdbd-4634-be26-c4d1a90cfabd,5fRiVl9fyhUEZhcpMyIxUG,Michael Crawford,,,,,,,1988-1999,0,0,,,,,,0,,0,"['operatic pop', 'show tunes']",Easy Listening/Vocal,Easy Listening/Vocal,,,,,,,,,,,,,,,,,,,
michael damian,64106.0,21840e91-fe96-44ee-886f-bdb6a1a563c3,,Michael Damian,1989.0,1981.0,1991.0,9.0,4.0,1981.0,1981-1991,69,6,21.0,,1981.0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,0.0
michael franks,4309.0,8e9b8133-0592-4699-aec1-2f4dccdc93e5,0AVE7rDx4X9w0pW1XlN1om,Michael Franks,,1976.0,1976.0,,,1976.0,1976-1990,43,8,,"jazz, rock, folk, quiet storm, jazz pop",1976.0,,,0,"Folk, Jazz, R&B/Soul/Funk, Rock",4,"['smooth jazz', 'yacht rock']","Jazz, Rock","Folk, Jazz, R&B/Soul/Funk, Rock",,,,,,,,,,,,,,,,,,,
michael franti & spearhead,2138.0,e23eac42-f904-47da-8599-823ff431bea4,1mHuZMOP8FG5ip4yAb1vrB,Michael Franti & Spearhead,2009.0,2009.0,2009.0,1.0,1.0,2009.0,2006-2019,18,20,20.0,,2009.0,,,0,,0,['reggae fusion'],,,,235760.0,0.038,0.738,0.983,5.93e-06,0.183,-4.374,0.0855,92.998,0.957,0.0,0.0,0.0002389486260454,2182.68489010996,0.0001052353972838,2.9622878840478185e-07,83.0,0.0
michael gore,1345164.0,d9b051a8-bf67-45b0-9ea7-dbcf73f71710,,Michael Gore,,1984.0,1984.0,,,1984.0,1984-1984,84,6,,,1984.0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,
michael grimm,302283.0,7a84573f-34da-48aa-800a-d069c5316c93,,Michael Grimm,,,,,,,2010-2011,0,0,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,
michael henderson,164463.0,7b3428b3-75a8-4ec7-ac20-b99c619647ce,,Michael Henderson,,1978.0,1978.0,,,1978.0,1976-1983,88,3,,"singer-songwriter, country, funk, jazz fusion, motown",1978.0,,,0,"Country/Americana, Folk, Jazz, R&B/Soul/Funk",4,,,"Country/Americana, Folk, Jazz, R&B/Soul/Funk",,,,,,,,,,,,,,,,,,,
michael holm,99555.0,e593bf42-2e3f-49fc-9645-4c447363cd34,,Michael Holm,,1974.0,1974.0,,,1974.0,1974-1974,53,7,,"pop, schlager",1974.0,,,0,Pop,1,,,Pop,,,,,,,,,,,,,,,,,,,
michael hutchence,14762.0,a535e609-f98e-4a11-9ae9-a6f56158e38f,,Michael Hutchence,,,,,,,2000-2000,0,0,,"rock, alternative rock, new wave",,,,0,"Pop, Rock",2,,,"Pop, Rock",,,,,,,,,,,,,,,,,,,
michael jackson,519.0,f27ec8db-af05-4f36-916e-3d57f91ecf5e,3fMbdgg4jU18AjLCKBhRSm,Michael Jackson,1971.0,1971.0,2018.0,1.0,1.0,1971.0,1971-2018,4,14,14.0,"pop, dance-pop, disco, contemporary r&b, pop soul, soul, pop rock, r&b, new jack swing",1971.0,,,0,"Electronic/Dance, Pop, R&B/Soul/Funk",3,"['pop', 'r&b', 'soul']","Pop, R&B/Soul/Funk","Electronic/Dance, Pop, R&B/Soul/Funk",,205760.0,0.239,0.341,0.656,3.44e-05,0.129,-7.889,0.0692,171.429,0.674,1.0,0.0,,,,,,1.0
michael jackson duet,,,,Michael Jackson Duet,,2010.0,2010.0,,,2010.0,2010-2010,39,9,,,2010.0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,
michael johns,772162.0,91b9a119-bfc2-4706-b870-d5f97f1cb244,,Michael Johns,,,,,,,2009-2009,0,0,,"folk, country, folk rock, soft rock",,,,0,"Country/Americana, Folk, Rock",3,,,"Country/Americana, Folk, Rock",,,,,,,,,,,,,,,,,,,
michael johnson,994416.0,331e1279-f05c-46d8-84ba-a80ac0fefb81,,Michael Johnson,1978.0,1978.0,1980.0,1.0,2.0,1978.0,1978-1980,12,16,16.0,"folk, country, folk rock, soft rock",1978.0,,,0,"Country/Americana, Folk, Rock",3,,,"Country/Americana, Folk, Rock",,179667.0,0.599,0.356,0.251,0.0,0.157,-14.24,0.0307,137.875,0.395,1.0,0.0,,,,,,1.0
michael kamen conducting the san francisco symphony orchestra,,,,Michael Kamen Conducting The San Francisco Symphony Orchestra,,,,,,,1999-1999,0,0,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,
michael kiwanuka,823530.0,11f570ff-44d9-4e9c-8812-e6d56103c5c1,0bzfPKdbXL5ezYW2z3UGQj,Michael Kiwanuka,,,,,,,2012-2019,0,0,,soul,,,,0,R&B/Soul/Funk,1,"['british soul', 'neo soul', 'psychedelic soul', 'soul']",R&B/Soul/Funk,R&B/Soul/Funk,,,,,,,,,,,,,,,,,,,
michael marcagi,2671663.0,d2e83041-3409-4c5a-80b6-872ae439bf17,,Michael Marcagi,,2024.0,2024.0,,,2024.0,2024-2024,54,23,,,2024.0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,
michael martin murphey,30411.0,4e3ebc79-2d17-45a2-9ac7-f5b03303b539,4jL1usPiGDK8TD46zJP4gu,Michael Martin Murphey,,,,,,,1975-1983,0,0,,"country, folk, singer-songwriter, bluegrass, soft rock, country folk, pop",,,,0,"Country/Americana, Folk, Pop, Rock",4,"['country', 'country rock', 'cowboy western', 'new mexico music', 'outlaw country', 'soft rock']","Country/Americana, Rock","Country/Americana, Folk, Pop, Rock",,,,,,,,,,,,,,,,,,,
michael mcdonald,37468.0,cacbe57b-02d0-4d21-be86-c8a3a5ea6e1e,24hJWbo98sH84tb0nkeaqy,Michael McDonald,1982.0,1980.0,1990.0,3.0,3.0,1980.0,1980-2009,35,11,19.0,soul,1980.0,"pop, soft rock, rock, country rock, ballad, pop rock","Pop, Rock",2,R&B/Soul/Funk,1,"['adult standards', 'mellow gold', 'quiet storm', 'soft rock', 'yacht rock']","Easy Listening/Vocal, R&B/Soul/Funk, Rock","Easy Listening/Vocal, R&B/Soul/Funk, Rock",,222280.0,0.357,0.734,0.485,0.00019,0.0401,-13.865,0.0465,95.321,0.933,0.0,0.0,,,,,,1.0
michael monroe,79623.0,f7e854f4-d845-43e3-8b39-6da632e273e2,5Ul6r5lUSOraWUidNnsILZ,Michael Monroe,,,,,,,1989-1989,0,0,,"glam rock, glam metal, glam punk, rock, punk rock",,,,0,"Metal, Punk/Hardcore, Rock",3,"['finnish hard rock', 'glam metal', 'glam punk', 'hard rock', 'sleaze rock']","Metal, Punk/Hardcore, Rock","Metal, Punk/Hardcore, Rock",,,,,,,,,,,,,,,,,,,
michael morales,678800.0,c57939bd-788b-4179-a0f3-e5a4ae7da943,,Michael Morales,1989.0,1989.0,1991.0,1.0,3.0,1989.0,1989-1991,15,19,19.0,,1989.0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,0.0
michael murphey,,,,Michael Murphey,1975.0,1972.0,1983.0,4.0,3.0,1972.0,1972-1983,37,13,,,1972.0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,1.0
michael nesmith,99297.0,9c4df1e9-6092-4862-b493-0b72262d91c8,,Michael Nesmith,,,,,,,1970-1979,0,0,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,
michael nesmith & the first national band,149875.0,ebbcd8e8-4c7d-467a-b761-d5fb391c8baf,,Michael Nesmith & The First National Band,,1970.0,1971.0,,,1970.0,1970-1971,21,12,,,1970.0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,
michael parks,162966.0,c11f2817-5bdc-4824-b099-0b0d01d090b6,,Michael Parks,1970.0,1970.0,1970.0,1.0,1.0,1970.0,1969-1971,20,12,12.0,,1970.0,,,0,,0,,,,"Pop, R&B/Soul/Funk, Rock",,,,,,,,,,,,,,,,,,0.0
michael penn,16069.0,cfc33e02-9a17-4285-9cb8-b814a9430551,4GcBbZ5wVhNABLzm4MpJqG,Michael Penn,1990.0,1990.0,1990.0,1.0,2.0,1990.0,1989-1992,13,16,16.0,"rock, pop, soft rock",1990.0,,,0,"Pop, Rock",2,['power pop'],Pop,"Pop, Rock","Electronic/Dance, Pop, R&B/Soul/Funk",250813.0,0.054,0.633,0.795,8.83e-05,0.34,-7.617,0.0319,103.504,0.833,1.0,0.0,,,,,,0.0
michael peterson,1351769.0,d3e988bc-b7d4-494a-8949-9a29b80adf7d,,Michael Peterson,,1997.0,1997.0,,,1997.0,1997-1997,86,7,,"country, contemporary country",1997.0,,,0,Country/Americana,1,,,Country/Americana,,,,,,,,,,,,,,,,,,,
michael pinder,,,,Michael Pinder,,,,,,,1976-1976,0,0,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,
michael ray,1246911.0,3fdf1f5e-3871-4dad-ae26-329af1450ab6,,Michael Ray,,2015.0,2021.0,,,2015.0,2015-2021,55,14,,jazz,2015.0,,,0,Jazz,1,,,Jazz,,,,,,,,,,,,,,,,,,,
michael redway,,,,Michael Redway,,1973.0,1973.0,,,1973.0,1973-1973,85,4,,,1973.0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,
michael sembello,38246.0,fcde7037-181e-437f-9417-60a38958c0fa,771qBvjnXOH9Azr6lKy6FB,Michael Sembello,1983.0,1983.0,1983.0,1.0,2.0,1983.0,1983-1983,1,22,22.0,"pop, synth-pop, pop rock",1983.0,,,0,Pop,1,['hi-nrg'],Electronic/Dance,"Electronic/Dance, Pop",,244707.0,0.0891,0.617,0.533,4.04e-06,0.0415,-11.516,0.0651,158.86,0.835,0.0,0.0,,,,,,0.0
michael shrieve,188309.0,3a0fbd71-4613-45e3-bbe2-40752a0b69aa,,Michael Shrieve,,,,,,,1976-1976,0,0,,"jazz, jazz rock",,,,0,Jazz,1,,,Jazz,,,,,,,,,,,,,,,,,,,
michael stanley band,38283.0,4e744ffc-767a-4b18-b485-47d4b123ff4a,,Michael Stanley Band,,1980.0,1983.0,,,1980.0,1978-1983,33,16,,,1980.0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,
michael stipe,119067.0,905a8f9b-03dc-4f47-b9bb-ecce7ea13ab1,2G1Lyk7bWbBBrtwyl3obNB,Michael Stipe,,2006.0,2006.0,,,2006.0,2006-2006,69,1,,"rock, alternative rock",2006.0,,,0,Rock,1,['athens indie'],,Rock,,,,,,,,,,,,,,,,,,,
michael sweet,2315927.0,4c45d3a3-3333-46e9-a25d-ca8fe907375b,,Michael Sweet,,,,,,,2014-2019,0,0,,"christian rock, christian metal, hard rock",,,,0,"Gospel/Christian/Religious, Rock",2,,,"Gospel/Christian/Religious, Rock",,,,,,,,,,,,,,,,,,,
michael w. smith,2050.0,1f444240-5397-4e63-a3e8-a3eac2aace32,5aBxFPaaGk9204ssHUvXWN,Michael W. Smith,1991.0,1991.0,1998.0,1.0,2.0,1991.0,1991-2018,6,21,21.0,"contemporary christian, pop, rock, christian rock",1991.0,contemporary christian,Gospel/Christian/Religious,1,"Gospel/Christian/Religious, Pop, Rock",3,"['ccm', 'christian alternative rock', 'christian music', 'world worship', 'worship']",,"Gospel/Christian/Religious, Pop, Rock","Blues, Gospel/Christian/Religious, Pop, Rock",240173.0,0.388,0.446,0.559,1.78e-05,0.153,-8.319,0.0285,145.419,0.372,1.0,0.0,,,,,,0.0
michael york,478699.0,0e0bfce0-6462-46bc-92ce-673abd36cd3c,,Michael York,,,,,,,2011-2011,0,0,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,
michel legrand,4293.0,2c330f54-9245-488b-b678-dc8a236d06b3,1EtE0iSY6iFlN9L9c53ETy,Michel Legrand,,1972.0,1972.0,,,1972.0,1972-1972,56,8,,"jazz, third stream, jazz, jazz, hard bop",1972.0,,,0,Jazz,1,"['classic soundtrack', 'french jazz', 'french soundtrack']",,Jazz,,,,,,,,,,,,,,,,,,,
michel polnareff,99705.0,90330a83-5547-491e-b83c-d10858e6073f,,Michel Polnareff,,1976.0,1976.0,,,1976.0,1976-1976,48,7,,"pop, chanson française, baroque pop",1976.0,,,0,"Pop, World Music",2,,,"Pop, World Music",,,,,,,,,,,,,,,,,,,
michel telo,727130.0,6d00cc0d-2027-41d4-be9f-13770037354b,1sDVuztNhGcetCLChkleDA,Michel Telo,,2012.0,2012.0,,,2012.0,2012-2012,81,12,,,2012.0,,,0,,0,"['axe', 'sertanejo', 'sertanejo pop', 'sertanejo universitario']",,,,,,,,,,,,,,,,,,,,,
michel'le,,,,Michel'le,1989.0,1989.0,1996.0,1.0,1.0,1989.0,1989-1996,7,29,,,1989.0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,0.0
michele lee,746553.0,1cc3242b-5b6a-467b-9ee6-55ee54140015,,Michele Lee,,1968.0,1968.0,,,1968.0,1968-1968,52,11,,,1968.0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,
michelle branch,32829.0,a10f94a9-2a3c-4166-b9fa-a7bed0bf7d96,5rScKX1Sh1U67meeUyTGwk,Michelle Branch,2001.0,2001.0,2009.0,1.0,1.0,2001.0,2001-2017,12,20,20.0,"country pop, alternative rock, pop rock, country, power pop, indie pop",2001.0,"rock, pop, pop rock, dance-pop, singer-songwriter","Folk, Pop, Rock",3,"Country/Americana, Pop, Rock",3,"['candy pop', 'dance pop', 'lilith', 'neo mellow', 'pop rock', 'post-teen pop']","Folk, Pop, Rock","Country/Americana, Folk, Pop, Rock","Pop, Rock",214827.0,0.0136,0.523,0.828,0.000255,0.165,-4.696,0.0762,96.952,0.476,1.0,0.0,,,,,,1.0
michelle chamuel,997070.0,2d4ddc45-1219-4bea-a169-9c4fe93f37e8,,Michelle Chamuel,,2013.0,2013.0,,,2013.0,2013-2013,85,1,,,2013.0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,
michelle shocked,11279.0,e2f41b6e-7045-44e8-86bf-deee758532e2,,Michelle Shocked,,1988.0,1988.0,,,1988.0,1988-1989,66,8,,"folk, singer-songwriter, anti-folk, contemporary folk, alternative folk",1988.0,,,0,Folk,1,,,Folk,,,,,,,,,,,,,,,,,,,
michelle visage,691891.0,530f4ebe-4947-45c5-bd7e-de20636d5430,,Michelle Visage,,1990.0,1990.0,,,1990.0,1990-1990,80,7,,,1990.0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,
michelle williams,52253.0,fac0f203-eb89-4d34-a3c5-8e353356d756,6t7nbFAc2dUa7oNu7kBOui,Michelle Williams,,,,,,,2002-2014,0,0,,"gospel, contemporary gospel, contemporary r&b, electropop, dance-pop",,,,0,"Gospel/Christian/Religious, Pop, R&B/Soul/Funk",3,"['dance pop', 'gospel r&b', 'hip pop', 'r&b', 'urban contemporary']","Hip Hop/Rap, Pop, R&B/Soul/Funk","Gospel/Christian/Religious, Hip Hop/Rap, Pop, R&B/Soul/Funk",,,,,,,,,,,,,,,,,,,
michelle wright,2352556.0,31bfe151-ccb3-4820-addd-49e4ef6f03ab,,Michelle Wright,,,,,,,1992-1992,0,0,,country,,,,0,Country/Americana,1,,,Country/Americana,,,,,,,,,,,,,,,,,,,
michelle yeoh,,,,Michelle Yeoh,,2024.0,2024.0,,,2024.0,2024-2024,92,2,,,2024.0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,
mick fleetwood's zoo,,,,Mick Fleetwood's Zoo,,,,,,,1981-1981,0,0,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,
mick jackson,2195551.0,95309264-9474-44d0-b6ea-dfda4219a7fa,,Mick Jackson,,1978.0,1978.0,,,1978.0,1978-1978,61,5,,,1978.0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,
mick jagger,15290.0,b5ffc3aa-b868-4b88-905f-d73d51dbe51c,3d2pb1dHTm8b61zAGVUVvO,Mick Jagger,1985.0,1978.0,2011.0,8.0,4.0,1978.0,1978-2011,81,5,14.0,"rock, blues",1978.0,"pop rock, hard rock, rock, glam rock, classic rock, club, glam, pop, blues","Blues, Electronic/Dance, Pop, Rock",4,"Blues, Rock",2,"['classic rock', 'dance rock']",Rock,"Blues, Rock",,,,,,,,,,,,,,0.0037776578521316,159.4284354534351,0.0456171419481251,3.122059452051835e-07,398.5,1.0
mick jenkins,1078153.0,64c4dfcc-ba2b-4036-ac01-1636ae15ebb8,1FvjvACFvko2Z91IvDljrx,Mick Jenkins,,,,,,,2016-2016,0,0,,hip hop,,,,0,Hip Hop/Rap,1,"['chicago rap', 'conscious hip hop', 'drill', 'hip hop', 'rap', 'underground hip hop']",Hip Hop/Rap,Hip Hop/Rap,,,,,,,,,,,,,,,,,,,
mick jones,525582.0,17219adf-19e7-4379-9df9-ad41df0ea32a,,Mick Jones,,,,,,,1989-1989,0,0,,rock,,,,0,Rock,1,,,Rock,,,,,,,,,,,,,,,,,,,
mick ronson,42012.0,5a150caa-fe13-4590-a50e-7778ee29b587,,Mick Ronson,,,,,,,1974-1975,0,0,,rock,,,,0,Rock,1,,,Rock,,,,,,,,,,,,,,,,,,,
mick taylor,2913671.0,d692d01d-4181-4390-b792-8be7ec87ac4c,,Mick Taylor,,,,,,,1979-1979,0,0,,"rock, blues, blues rock, electric blues, british blues",,,,0,"Blues, Rock",2,,,"Blues, Rock",,,,,,,,,,,,,,,,,,,
mickey,252901.0,c41be768-5517-446e-b595-5344abb7bdb8,,Mickey & Sylvia,,1961.0,2001.0,,,1961.0,1961-2001,46,9,,r&b,1961.0,,,0,R&B/Soul/Funk,1,,,R&B/Soul/Funk,,,,,,,,,,,,,,,,,,,
mickey avalon,336105.0,5879a47f-c54f-4ebe-8d63-cdc9c6310dd2,546WiMGysEqWZTzP8hJvB2,Mickey Avalon,,,,,,,2012-2012,0,0,,hip hop,,,,0,Hip Hop/Rap,1,[],,Hip Hop/Rap,,,,,,,,,,,,,,,,,,,
mickey gilley,42372.0,e5e17a46-5f66-4ee7-8377-0c3ddb257eb8,,Mickey Gilley,,1974.0,1981.0,,,1974.0,1974-1981,50,11,,"country, nashville sound, pop, country pop",1974.0,,,0,"Country/Americana, Pop",2,,,"Country/Americana, Pop",,,,,,,,,,,,,,,,,,,
mickey hart,1330.0,915e673d-eff5-479a-a917-2fecfc26dc2e,4eh3NWjKDBI81nFl9uhWtU,Mickey Hart,,,,,,,1972-1972,0,0,,"rock, new age, worldbeat",,,,0,"Easy Listening/Vocal, Rock",2,"['jam band', 'rock drums']",Rock,"Easy Listening/Vocal, Rock",,,,,,,,,,,,,,,,,,,
mickey lee lane,499337.0,4f2b752e-3292-467f-a92b-ecf49b92db6b,,Mickey Lee Lane,,1964.0,1964.0,,,1964.0,1964-1964,38,9,,,1964.0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,
mickey murray,337705.0,29e69b94-fa01-4ef2-b2ec-136955baf96e,,Mickey Murray,,1967.0,1967.0,,,1967.0,1967-1967,54,8,,"soul, southern soul",1967.0,,,0,R&B/Soul/Funk,1,,,R&B/Soul/Funk,,,,,,,,,,,,,,,,,,,
mickey newbury,6027.0,d347a10f-6675-48dd-9615-b839c2ac0210,,Mickey Newbury,,1971.0,1973.0,,,1971.0,1971-1975,26,11,,,1971.0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,
mickey shorr,,,,Mickey Shorr,,1962.0,1962.0,,,1962.0,1962-1962,60,5,,,1962.0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,
mickey thomas,121160.0,8eae6495-e66c-42cf-86a4-7e24ef2e8cce,4aDeYYDsnztVoK3k0DImlh,Mickey Thomas,,1976.0,1976.0,,,1976.0,1976-1976,93,8,,,1976.0,,,0,,0,[],,,,,,,,,,,,,,,,,,,,,
micky & the motorcars,234658.0,704caf53-ffc3-41e2-b5ce-2a18c491ac1c,,Micky & The Motorcars,,,,,,,2014-2014,0,0,,country,,,,0,Country/Americana,1,,,Country/Americana,,,,,,,,,,,,,,,,,,,
micky dolenz,239545.0,e97b6d05-3020-48e2-ac8b-29b71add512b,,Micky Dolenz,,1967.0,1967.0,,,1967.0,1967-1967,75,6,,,1967.0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,
middle brother,791164.0,6ea28f86-a4fc-4902-9594-2e913db54059,,Middle Brother,,,,,,,2011-2011,0,0,,"indie rock, folk rock, alternative country",,,,0,"Country/Americana, Rock",2,,,"Country/Americana, Rock",,,,,,,,,,,,,,,,,,,
midge ure,20894.0,24cac374-29bd-499f-a0f8-72165d2f2f43,2N4isf5pypyuDVpBofqEN8,Midge Ure,,1989.0,1989.0,,,1989.0,1989-1989,95,5,,"pop, art pop, rock, new wave, pop rock, new romantic, singer-songwriter",1989.0,,,0,"Folk, Pop, Rock",3,"['new romantic', 'new wave', 'new wave pop', 'scottish new wave', 'solo wave', 'synthpop']",Pop,"Folk, Pop, Rock",,,,,,,,,,,,,,,,,,,
midi maxi & efti,261331.0,622cb9b1-fb05-4965-a8c2-a22f91dbf9ed,,Midi Maxi & Efti,,1992.0,1992.0,,,1992.0,1992-1992,98,3,,,1992.0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,
midlake,169027.0,da90b5da-349e-4906-a0b4-805f5e46190d,,Midlake,,,,,,,2010-2013,0,0,,"indie rock, folk rock, indie folk, progressive rock, psychedelic, rock",,,,0,"Folk, Rock",2,,,"Folk, Rock",,,,,,,,,,,,,,,,,,,
midland,729493.0,35fddf9e-01f6-49af-8d03-b841dda89995,1YFLNH4rO40x9i16RpLwdY,Midland,,2017.0,2019.0,,,2017.0,2017-2019,45,20,,"classical, country, americana, country folk",2017.0,,,0,"Classical, Country/Americana, Folk",3,"['float house', 'future garage']",Electronic/Dance,"Classical, Country/Americana, Electronic/Dance, Folk",,,,,,,,,,,,,,,,,,,
midnight oil,9240.0,05072650-4b05-4e8b-83d0-dba2576e306a,,Midnight Oil,1988.0,1988.0,1990.0,1.0,2.0,1988.0,1984-1996,17,22,22.0,"rock, alternative rock, post-punk, new wave, pop rock",1988.0,,,0,"Pop, Punk/Hardcore, Rock",3,,,"Pop, Punk/Hardcore, Rock",Rock,,,,,,,,,,,,,,,,,,0.0
midnight star,2158494.0,7d98d473-11d2-4380-813c-960bc38c2d6f,,Midnight Star,1984.0,1983.0,1986.0,2.0,4.0,1983.0,1983-1988,61,11,17.0,"funk, disco, electro-funk, r&b, contemporary r&b",1983.0,,,0,"Electronic/Dance, R&B/Soul/Funk",2,,,"Electronic/Dance, R&B/Soul/Funk",,448240.0,0.0112,0.804,0.827,0.00388,0.0909,-8.188,0.0441,125.276,0.7,0.0,0.0,,,,,,0.0
midnight string quartet,486501.0,f6f39f24-7a80-4c1d-a9aa-ee5f5cf8f903,,Midnight String Quartet,,,,,,,1967-1968,0,0,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,
midtown,31929.0,1165d619-d5d5-497e-b1b7-261d1e355d96,,Midtown,,,,,,,2002-2004,0,0,,"pop punk, jazz",,,,0,"Jazz, Punk/Hardcore",2,,,"Jazz, Punk/Hardcore",,,,,,,,,,,,,,,,,,,
miggs,2730606.0,5a3f7b27-0ddb-49cf-8a65-3d85eb851144,,Miggs,,,,,,,2012-2012,0,0,,"country, country rock, alternative country, outlaw country, texas country, truck driving country",,,,0,"Country/Americana, Rock",2,,,"Country/Americana, Rock",,,,,,,,,,,,,,,,,,,
mighty clouds of joy,55442.0,13140835-12e8-4208-a5c2-76992802381e,,Mighty Clouds Of Joy,,1976.0,1976.0,,,1976.0,1974-1976,69,10,,"disco, gospel, traditional black gospel",1976.0,,,0,"Electronic/Dance, Gospel/Christian/Religious",2,,,"Electronic/Dance, Gospel/Christian/Religious",,,,,,,,,,,,,,,,,,,
